ITEM_ID,SKU,TITLE,QUANTITY,CHANNEL,MARKETPLACE_PRICE,MSHOPS_PRICE,MSHOPS_PRICE_SYNC,CURRENCY_ID,DESCRIPTION,SHIPPING_METHOD_MARKETPLACE,SHIPPING_METHOD_MSHOPS,LISTING_TYPE,FEE_PER_SALE_MARKETPLACE,FEE_PER_SALE_MSHOPS,STATUS,CATEGORY,CATEGORY_ID,ITEM_LINK,URL,IMG
MLB5107784028,003-2410-0052,Sony Playstation3 Ps3 250gb Shin Hokuto Musou Ps3,0,Mercado Livre e Mercado Shops,1599,1300,No Vincular,R$,"Sony PlayStation 3 – PS3 (250 GB) – Shin Hokuto Musou Edition

Console PlayStation 3 com 250 GB, edição especial ""Shin Hokuto Musou"". Ideal para colecionadores ou fãs da franquia Hokuto no Ken.

Detalhes:
- Condição: Usado, em bom estado. 
Obs: Não acompanha o controle.

Imagens reais do produto disponíveis para avaliação.

Descontos disponíveis para pagamentos à vista. Consulte nosso catálogo para outras opções.",Mercado Envios por conta do comprador,Envios por conta própria,Premium,,,Inativo,Consoles de videogames,003,https://www.mercadolivre.com.br/anuncios/lista?filters=OMNI_ACTIVE|OMNI_INACTIVE|CHANNEL_NO_PROXIMITY_AND_NO_MP_MERCHANTS&page=1&search=5107784028,https://www.collectorsguardian.com.br/MLB-5107784028-sony-playstation3-ps3-250gb-shin-hokuto-musou-ps3-_JM#item_id=MLB5107784028,https://http2.mlstatic.com/D_NQ_NP_739012-MLB79741491178_102024-O.jpg
MLB5095479192,003-2410-0051,Sony Psp Brite 64mb Standard  Cor Radiant Red,1,Mercado Livre e Mercado Shops,1350,1250,No Vincular,R$,"Este é o PSP modelo 3000 Radiant Red, uma versão e diferenciada lançada no Japão. O console está em **bom estado de conservação**, com funcionamento pleno e sinais mínimos de desgaste. No entanto, a caixa original apresenta **sinais de uso** visíveis. 

**Destaques:**
- **Modelo PSP 3000**: Tela de alta qualidade, som aprimorado e design leve e compacto.
- **Cor Radiant Red**: Uma edição especial com uma cor vibrante e única.
- **Compatibilidade global**: Sem trava de região, o PSP permite rodar jogos de qualquer região do mundo.
- **Nota**: A **bateria original foi danificada** e, por conta disso, o console está **sem bateria**.

**Observações:**
- As imagens fornecidas são do próprio produto, permitindo que você julgue o estado de conservação por si mesmo.
- Obs: Ao efetuar o pagamento à vista, é possível obter descontos. Além disso, em caso de compra de vários itens! Consulte nosso catálogo e não hesite em entrar em contato conosco para mais informações.

**Collectors Guardian** – aqui, o colecionismo é mais que uma paixão, é um estilo de vida.",Mercado Envios por conta do comprador,Envios por conta própria,Premium,,,Inativo,Consoles de videogames,003,https://www.mercadolivre.com.br/anuncios/lista?filters=OMNI_ACTIVE|OMNI_INACTIVE|CHANNEL_NO_PROXIMITY_AND_NO_MP_MERCHANTS&page=1&search=5095479192,https://www.collectorsguardian.com.br/MLB-5095479192-sony-psp-brite-64mb-standard--cor-radiant-red-_JM#item_id=MLB5095479192,https://http2.mlstatic.com/D_NQ_NP_602440-MLB79447800384_102024-O.jpg
MLB5095479192,003-2410-0051,Sony Psp Brite 64mb Standard  Cor Radiant Red,1,Mercado Livre e Mercado Shops,1350,1250,No Vincular,R$,"Este é o PSP modelo 3000 Radiant Red, uma versão e diferenciada lançada no Japão. O console está em **bom estado de conservação**, com funcionamento pleno e sinais mínimos de desgaste. No entanto, a caixa original apresenta **sinais de uso** visíveis. 

**Destaques:**
- **Modelo PSP 3000**: Tela de alta qualidade, som aprimorado e design leve e compacto.
- **Cor Radiant Red**: Uma edição especial com uma cor vibrante e única.
- **Compatibilidade global**: Sem trava de região, o PSP permite rodar jogos de qualquer região do mundo.
- **Nota**: A **bateria original foi danificada** e, por conta disso, o console está **sem bateria**.

**Observações:**
- As imagens fornecidas são do próprio produto, permitindo que você julgue o estado de conservação por si mesmo.
- Obs: Ao efetuar o pagamento à vista, é possível obter descontos. Além disso, em caso de compra de vários itens! Consulte nosso catálogo e não hesite em entrar em contato conosco para mais informações.

**Collectors Guardian** – aqui, o colecionismo é mais que uma paixão, é um estilo de vida.",Mercado Envios por conta do comprador,Envios por conta própria,Premium,,,Inativo,Consoles de videogames,003,https://www.mercadolivre.com.br/anuncios/lista?filters=OMNI_ACTIVE|OMNI_INACTIVE|CHANNEL_NO_PROXIMITY_AND_NO_MP_MERCHANTS&page=1&search=5095479192,https://www.collectorsguardian.com.br/MLB-5095479192-sony-psp-brite-64mb-standard--cor-radiant-red-_JM#item_id=MLB5095479192,https://http2.mlstatic.com/D_NQ_NP_602440-MLB79447800384_102024-O.jpg
MLB5089595680,003-2410-0050,Playstation 2 Fat,0,Mercado Livre e Mercado Shops,1990,2050,No Vincular,R$,"PlayStation 2 (Fat) – Console Original

Console PlayStation 2 (modelo Fat), um dos consoles mais icônicos da Sony. Oferece suporte para jogos de PS2 e compatibilidade retroativa com jogos de PS1.

Detalhes:
- Condição: Usado, em bom estado de funcionamento.

Imagens reais do produto disponíveis para avaliação.

Condições de Compra:
- Frete grátis para todo o Brasil.
- Parcelamento disponível em até 12 vezes sem juros no cartão comum ou até 18 vezes no cartão Mercado Pago.
- Suporte completo ao cliente.

Descontos disponíveis para pagamentos à vista. Consulte nosso catálogo para outras opções.",Envios por conta própria,Envios por conta própria,Clássico,,,Inativo,Consoles de videogames,003,https://www.mercadolivre.com.br/anuncios/lista?filters=OMNI_ACTIVE|OMNI_INACTIVE|CHANNEL_NO_PROXIMITY_AND_NO_MP_MERCHANTS&page=1&search=5089595680,https://www.collectorsguardian.com.br/MLB-5089595680-playstation-2-fat-_JM#item_id=MLB5089595680,https://http2.mlstatic.com/D_NQ_NP_617472-MLB79638714239_092024-O.jpg
MLB5089595680,003-2410-0050,Playstation 2 Fat,0,Mercado Livre e Mercado Shops,1990,2050,No Vincular,R$,"PlayStation 2 (Fat) – Console Original

Console PlayStation 2 (modelo Fat), um dos consoles mais icônicos da Sony. Oferece suporte para jogos de PS2 e compatibilidade retroativa com jogos de PS1.

Detalhes:
- Condição: Usado, em bom estado de funcionamento.

Imagens reais do produto disponíveis para avaliação.

Condições de Compra:
- Frete grátis para todo o Brasil.
- Parcelamento disponível em até 12 vezes sem juros no cartão comum ou até 18 vezes no cartão Mercado Pago.
- Suporte completo ao cliente.

Descontos disponíveis para pagamentos à vista. Consulte nosso catálogo para outras opções.",Envios por conta própria,Envios por conta própria,Clássico,,,Inativo,Consoles de videogames,003,https://www.mercadolivre.com.br/anuncios/lista?filters=OMNI_ACTIVE|OMNI_INACTIVE|CHANNEL_NO_PROXIMITY_AND_NO_MP_MERCHANTS&page=1&search=5089595680,https://www.collectorsguardian.com.br/MLB-5089595680-playstation-2-fat-_JM#item_id=MLB5089595680,https://http2.mlstatic.com/D_NQ_NP_617472-MLB79638714239_092024-O.jpg
MLB5088576226,003-2410-0048,Console Nintendo Switch Oled,1,Mercado Livre e Mercado Shops,1799,1599,No Vincular,R$,"Console Nintendo Switch OLED

O Nintendo Switch OLED oferece uma experiência aprimorada de jogos portáteis e de mesa, com uma tela OLED de 7 polegadas que proporciona cores mais vivas e um contraste superior. Projetado para jogadores que buscam qualidade e versatilidade, o console apresenta um design robusto e moderno, mantendo todas as funcionalidades que tornaram o Switch um dos consoles mais populares.

Características:
- Tela OLED de 7 polegadas: Cores mais vivas e maior contraste, melhorando a experiência de jogo tanto no modo portátil quanto no dock.
- Versatilidade: Pode ser utilizado como console de mesa ou portátil, oferecendo flexibilidade para o jogador.
- Armazenamento e Conexões: Conta com 64GB de armazenamento interno e um dock atualizado com entrada para cabo LAN para uma melhor experiência de jogo online.

Condição: Em perfeito estado (quase sem uso). O console está completo e apresenta ótimo funcionamento, sem danos visuais ou técnicos.

As imagens fornecidas são reais, mostrando todos os detalhes e condições do produto.

Condições de Compra:
- Frete grátis para todo o Brasil.
- Parcelamento disponível em até 12 vezes sem juros no cartão comum ou até 18 vezes pelo Mercado Pago.
- Suporte ao cliente para garantir uma transação segura e tranquila.

Descontos para pagamentos à vista. Para compras de múltiplos itens, consulte nosso catálogo e entre em contato para mais informações. Aqui, colecionar é uma forma de preservar e celebrar a paixão pelos videogames.",Envios por conta própria,Envios por conta própria,Clássico,,,Inativo,Consoles de videogames,003,https://www.mercadolivre.com.br/anuncios/lista?filters=OMNI_ACTIVE|OMNI_INACTIVE|CHANNEL_NO_PROXIMITY_AND_NO_MP_MERCHANTS&page=1&search=5088576226,https://www.collectorsguardian.com.br/MLB-5088576226-console-nintendo-switch-oled-_JM#item_id=MLB5088576226,https://http2.mlstatic.com/D_NQ_NP_603417-MLB79784688465_102024-O.jpg
MLB4947258570,003-2410-0046,Psp 2000 Mg Mint Green - Blume Series - Sony Verde,0,Mercado Livre e Mercado Shops,1650,1499,No Vincular,R$,"Apresentamos o elegante PSP 2000 Mint Green da série Blume, um console portátil que é uma verdadeira joia para colecionadores e entusiastas de jogos. Este console é conhecido pelo seu design atraente e funcionalidades versáteis.

**Detalhes do Produto:**
- **Estado de Conservação:** Em excelente estado de conservação.
- **Acessórios Incluídos:** Acompanha uma antena original de TV analógica da época. Nota: Não sabemos se ainda existe sinal para utilizar esse acessório.

**Características Especiais:**
- Console lindo e incomum, ideal para colecionadores.
- Design exclusivo Mint Green da série Blume.

**Ofertas Especiais:**
- **Frete grátis para todo o Brasil.**
- **Parcelamento:** Em até 18x sem juros via cartão Mercado Pago ou até 12x no cartão comum.
- **Descontos:** Oferecemos descontos especiais para pagamento à vista.

Não perca a oportunidade de adicionar este belíssimo PSP 2000 Mint Green da série Blume à sua coleção. É uma peça fantástica para qualquer entusiasta de videogames e colecionador de consoles portáteis!",Envios por conta própria,Envios por conta própria,Premium,,,Inativo,Consoles de videogames,003,https://www.mercadolivre.com.br/anuncios/lista?filters=OMNI_ACTIVE|OMNI_INACTIVE|CHANNEL_NO_PROXIMITY_AND_NO_MP_MERCHANTS&page=1&search=4947258570,https://www.collectorsguardian.com.br/MLB-4947258570-psp-2000-mg-mint-green---blume-series---sony-verde-_JM#item_id=MLB4947258570,https://http2.mlstatic.com/D_NQ_NP_790782-MLB77777874142_072024-O.jpg
MLB4947248006,003-2410-0045,Sony Playstation 2 Standard Cor  Midnight Black,0,Mercado Livre e Mercado Shops,2250,1990,No Vincular,R$,"Apresentamos o elegante PlayStation 2 na cor Midnight Black. Este console japonês é uma verdadeira joia para colecionadores e entusiastas de videogames, especialmente por seu estado de conservação impecável e originalidade.

**Detalhes do Produto:**
- **Estado de Conservação:** Em excelente estado, nunca aberto, todo original.
- **Serial:** Serial batendo, comprovando a originalidade do console e acessórios.
- **Conteúdo Incluído:** 
  - Console PS2 Midnight Black
  - Controle original
  - Cabos de conexão
  - Manual e documentação original

**Características Especiais:**
- Console japonês em ótimo estado de conservação.
- Nunca aberto, preservando a originalidade e autenticidade do item.

**Ofertas Especiais:**
- **Frete grátis para todo o Brasil.**
- **Parcelamento:** Em até 18x sem juros via cartão Mercado Pago ou até 12x no cartão comum.
- **Descontos:** Oferecemos descontos especiais para pagamento à vista.

Esta é uma oportunidade única de adquirir um PS2 Midnight Black em condições excepcionais. Ideal para colecionadores que buscam peças originais e bem conservadas!",Envios por conta própria,Envios por conta própria,Premium,,,Inativo,Consoles de videogames,003,https://www.mercadolivre.com.br/anuncios/lista?filters=OMNI_ACTIVE|OMNI_INACTIVE|CHANNEL_NO_PROXIMITY_AND_NO_MP_MERCHANTS&page=1&search=4947248006,https://www.collectorsguardian.com.br/MLB-4947248006-sony-playstation-2-standard-cor--midnight-black-_JM#item_id=MLB4947248006,https://http2.mlstatic.com/D_NQ_NP_957135-MLB77998924373_072024-O.jpg
MLB4946951440,003-2410-0044,Playstation 4 - Metal Gear Solid V: The Phantom Pain - Limited Edition Ps4,1,Mercado Livre e Mercado Shops,4500,3750,No Vincular,R$,"Este console é uma verdadeira joia para os fãs de Metal Gear e do lendário criador Hideo Kojima. Este exemplar está em excelente estado de conservação, como você pode ver pelas imagens(julgue vc mesmo).

Este pack inclui o console design do jogo, um controle especial tbm com design do jogo Metal Gear Solid V: The Phantom Pain e, tbm a edição especial do jogo. Muito importante, o próprio jogo, que é uma obra-prima aclamada pela crítica e pelos fãs. Esta edição limitada é uma oportunidade única para os verdadeiros aficionados da série Metal Gear, garantindo que você mergulhe ainda mais fundo na emocionante narrativa e no mundo criado por Kojima.

Não perca esta oportunidade de adquirir um pedaço da história dos video games com este console METAL GEAR SOLID V LIMITED PACK THE PHANTOM PAIN EDITION. Sinta a nostalgia e a paixão pela série Metal Gear enquanto desfruta deste pacote exclusivo.

Obs: O console é modelo japonês que não difere em nada do americano, ps4 não tem trava de região permitindo que você desfrute de jogos de qualquer lugar do mundo. Além disso, o idioma será configurado para o português.

Obs: Ao efetuar o pagamento à vista, é possível obter descontos. Além disso, em caso de compra de vários itens, consulte nosso catálogo e não hesite em entrar em contato conosco para mais informações.",Envios por conta própria,Envios por conta própria,Clássico,,,Inativo,Consoles de videogames,003,https://www.mercadolivre.com.br/anuncios/lista?filters=OMNI_ACTIVE|OMNI_INACTIVE|CHANNEL_NO_PROXIMITY_AND_NO_MP_MERCHANTS&page=1&search=4946951440,https://www.collectorsguardian.com.br/MLB-4946951440-playstation-4---metal-gear-solid-v:-the-phantom-pain---limited-edition-ps4-_JM#item_id=MLB4946951440,https://http2.mlstatic.com/D_NQ_NP_930608-MLB74196012819_012024-O.jpg
MLB4946947218,003-2410-0043,Sony Playstation 2 Fat Mobile Suit Z-gundam Type-100 Cor Gold - Playstation 2 Dourado Edição Gundam - Ps2 Gundam,0,Mercado Livre e Mercado Shops,4399,3990,No Vincular,R$,"PlayStation 2 Dourado Edição Gundam - Completo e em Bom Estado

Apresentamos o PlayStation 2 Dourado Edição Especial Gundam, uma peça que tem seu nível de raridade e cobiçada por colecionadores e fãs da franquia. 
Detalhes do Produto:
- Estado de Conservação: Console em bom estado com alguns pequenos detalhes, nada grave.
- Acessórios Incluídos: 
 - 2 controles originais da edição.
 - Suporte original da edição.
 - Manuais originais.
- Cabos 
- Caixa: A caixa está um pouco desbotada e a alça de puxar está arrebentando, mas mantém a sua função.
- Fotos: As fotos são reais do produto, permitindo que você avalie todos os detalhes.

Ofertas Especiais:
- Frete grátis para todo o Brasil.
- Descontos: Oferecemos descontos especiais para pagamento à vista.

Não perca a oportunidade de adquirir esta edição especial e rara do PlayStation 2. É uma adição fantástica para qualquer coleção!",Envios por conta própria,Envios por conta própria,Clássico,,,Inativo,Consoles de videogames,003,https://www.mercadolivre.com.br/anuncios/lista?filters=OMNI_ACTIVE|OMNI_INACTIVE|CHANNEL_NO_PROXIMITY_AND_NO_MP_MERCHANTS&page=1&search=4946947218,https://www.collectorsguardian.com.br/MLB-4946947218-sony-playstation-2-fat-mobile-suit-z-gundam-type-100-cor-gold---playstation-2-dourado-edição-gundam---ps2-gundam-_JM#item_id=MLB4946947218,https://http2.mlstatic.com/D_NQ_NP_726838-MLB77776016788_072024-O.jpg
MLB4946947218,003-2410-0043,Sony Playstation 2 Fat Mobile Suit Z-gundam Type-100 Cor Gold - Playstation 2 Dourado Edição Gundam - Ps2 Gundam,0,Mercado Livre e Mercado Shops,4399,3990,No Vincular,R$,"PlayStation 2 Dourado Edição Gundam - Completo e em Bom Estado

Apresentamos o PlayStation 2 Dourado Edição Especial Gundam, uma peça que tem seu nível de raridade e cobiçada por colecionadores e fãs da franquia. 
Detalhes do Produto:
- Estado de Conservação: Console em bom estado com alguns pequenos detalhes, nada grave.
- Acessórios Incluídos: 
 - 2 controles originais da edição.
 - Suporte original da edição.
 - Manuais originais.
- Cabos 
- Caixa: A caixa está um pouco desbotada e a alça de puxar está arrebentando, mas mantém a sua função.
- Fotos: As fotos são reais do produto, permitindo que você avalie todos os detalhes.

Ofertas Especiais:
- Frete grátis para todo o Brasil.
- Descontos: Oferecemos descontos especiais para pagamento à vista.

Não perca a oportunidade de adquirir esta edição especial e rara do PlayStation 2. É uma adição fantástica para qualquer coleção!",Envios por conta própria,Envios por conta própria,Clássico,,,Inativo,Consoles de videogames,003,https://www.mercadolivre.com.br/anuncios/lista?filters=OMNI_ACTIVE|OMNI_INACTIVE|CHANNEL_NO_PROXIMITY_AND_NO_MP_MERCHANTS&page=1&search=4946947218,https://www.collectorsguardian.com.br/MLB-4946947218-sony-playstation-2-fat-mobile-suit-z-gundam-type-100-cor-gold---playstation-2-dourado-edição-gundam---ps2-gundam-_JM#item_id=MLB4946947218,https://http2.mlstatic.com/D_NQ_NP_726838-MLB77776016788_072024-O.jpg
MLB4847323066,003-2410-0040,Xbox 360 The Last Remnant - Limited Edition,0,Mercado Livre e Mercado Shops,2499,2200,No Vincular,R$,"Apresentamos o **Xbox 360 The Last Remnant - Limited Edition**, uma edição especial para colecionadores e fãs de RPGs. Este console exclusivo do Japão foi lançado em 2008 e inclui uma faceplate temática e dois jogos da edição.

**Detalhes do Produto:**
- **Console:** Xbox 360 The Last Remnant - Limited Edition
- **Ano de Lançamento:** 2008
- **Condição:** Usado, em bom estado de conservação, com um pouco de amarelamento, conforme demonstrado nas imagens
- **Inclui:**
  - Faceplate exclusiva da edição
  - Controle original para função DVD
  - Cabos e fontes originais
  - Dois jogos da edição

**Características:**
- **Console com faceplate exclusiva da edição 
- **Disponibilidade:** Este console é um item difícil de encontrar, especialmente em bom estado de conservação como este, com todos os itens originais inclusos.
- **Região:** Bloqueado para a região do Japão, item exclusivo do Japão, difícil de encontrar à pronta entrega no Brasil.

**Observações:**
- O console apresenta um leve amarelamento, especialmente visível nas imagens fornecidas.
- O número de série do console corresponde (serial bate), garantindo a originalidade do produto.
- Envio seguro e bem embalado para garantir que o produto chegue intacto ao seu destino.
- **Frete grátis para todo o país**.
- **Parcelamento sem juros em até 12x**.

Adicione uma peça especial à sua coleção com este incrível Xbox 360 The Last Remnant - Limited Edition! Garanta já o seu!

**Frete:** Grátis para todo o país.

**Parcelamento:** Sem juros em até 12x.

**Qualquer dúvida, entre em contato!**",Envios por conta própria,Envios por conta própria,Premium,,,Inativo,Consoles de videogames,003,https://www.mercadolivre.com.br/anuncios/lista?filters=OMNI_ACTIVE|OMNI_INACTIVE|CHANNEL_NO_PROXIMITY_AND_NO_MP_MERCHANTS&page=1&search=4847323066,https://www.collectorsguardian.com.br/MLB-4847323066-xbox-360-the-last-remnant---limited-edition-_JM#item_id=MLB4847323066,https://http2.mlstatic.com/D_NQ_NP_793971-MLB77384540093_072024-O.jpg
MLB4846962030,003-2410-0039,Ps3 Tales Of Xillia Limited Edition - Playstation 3,1,Mercado Livre e Mercado Shops,3350,2999,No Vincular,R$,"Apresentamos o **PlayStation 3 Edição Tales of Xillia**. Este console possui um design exclusivo lançado em comemoração ao lançamento do RPG Tales of Xillia, ideal para quem aprecia detalhes únicos em consoles.

**Detalhes do Produto:**
- **Console:** PlayStation 3 Slim
- **Edição Especial:** Tales of Xillia
- **Condição:** Usado, em excelente estado de conservação
- **Inclui:** 
  - Console PS3 Tales of Xillia
  - 1 controle DualShock 3
  - Manual e caixa original

**Características:**
- **Design Exclusivo:** O console apresenta um design temático único, inspirado em Tales of Xillia, adicionando um toque especial ao seu setup de jogos.
- **Desempenho:** Mantido com extremo cuidado, selado original, este PS3 está em perfeito estado de funcionamento, pronto para proporcionar horas de entretenimento.
- **Disponibilidade:** Esse é um console que não se vê todos os dias, tornando-o uma excelente adição para qualquer coleção.

**Observações:**
- As imagens fornecidas são do próprio produto, demonstrando sua excelente condição.
- Embalagem original e todos os acessórios inclusos, conforme descrito.
- Envio seguro e bem embalado para garantir que o produto chegue intacto ao seu destino.

Adicione um toque especial à sua coleção e reviva a magia de Tales of Xillia com este incrível PlayStation 3 Edição Especial!

**Frete:** Grátis para todo Brasil! 
** Parcelamento sem juros em até 12X!!! 

**Qualquer dúvida, entre em contato!**",Envios por conta própria,Envios por conta própria,Premium,,,Inativo,Consoles de videogames,003,https://www.mercadolivre.com.br/anuncios/lista?filters=OMNI_ACTIVE|OMNI_INACTIVE|CHANNEL_NO_PROXIMITY_AND_NO_MP_MERCHANTS&page=1&search=4846962030,https://www.collectorsguardian.com.br/MLB-4846962030-ps3-tales-of-xillia-limited-edition---playstation-3-_JM#item_id=MLB4846962030,https://http2.mlstatic.com/D_NQ_NP_652554-MLB77168079880_072024-O.jpg
MLB4846945860,003-2410-0038,Sony Playstation 3 Fat - Yakuza 3 Limited Edition Cor Ceramic White - Dragon,1,Mercado Livre e Mercado Shops,3390,3260,No Vincular,R$,"Apresentamos o **PlayStation 3 Fat Edição Limitada Yakuza 3**, um item exclusivo e original, ideal para quem valoriza exclusividades. Este console possui um design temático especial lançado em comemoração ao jogo Yakuza 3, difícil de encontrar nos dias atuais.

**Detalhes do Produto:**
- **Console:** PlayStation 3 Fat
- **Edição Limitada:** Yakuza 3
- **Modelo:** Japonês
- **Condição:** Usado, em bom estado de conservação, um pouco amarelado
- **Inclui:** 
 - Console PS3 Yakuza 3
 - 1 controle DualShock 3
 - Manual e caixa original (serial bate)

**Características:**
- **Design Exclusivo:** O console apresenta um design temático único inspirado em Yakuza 3, adicionando um toque especial e colecionável ao seu setup de jogos.
- **Desempenho:** O console está em bom estado de funcionamento, oferecendo uma experiência completa de entretenimento.
- **Disponibilidade:** Console original e difícil de achar nos dias atuais, tornando-o uma excelente adição para qualquer coleção.

**Observações:**
- As imagens fornecidas são do próprio produto, demonstrando sua condição e leve amarelamento.
- Console original selado japonês
- Embalagem original e todos os acessórios inclusos, conforme descrito.
- Envio seguro e bem embalado para garantir que o produto chegue intacto ao seu destino.
- **Frete grátis para todo o país**.
- **Parcelamento sem juros em até 12x**.

Adicione um toque especial à sua coleção e reviva a magia de Yakuza 3 com este incrível PlayStation 3 Edição Limitada! Garanta já o seu!

**Frete:** Grátis para todo o país.

**Parcelamento:** Sem juros em até 12x.

**Qualquer dúvida, entre em contato!**",Envios por conta própria,Envios por conta própria,Premium,,,Inativo,Consoles de videogames,003,https://www.mercadolivre.com.br/anuncios/lista?filters=OMNI_ACTIVE|OMNI_INACTIVE|CHANNEL_NO_PROXIMITY_AND_NO_MP_MERCHANTS&page=1&search=4846945860,https://www.collectorsguardian.com.br/MLB-4846945860-sony-playstation-3-fat---yakuza-3-limited-edition-cor-ceramic-white---dragon-_JM#item_id=MLB4846945860,https://http2.mlstatic.com/D_NQ_NP_726896-MLB77168567650_072024-O.jpg
MLB4846945860,003-2410-0038,Sony Playstation 3 Fat - Yakuza 3 Limited Edition Cor Ceramic White - Dragon,1,Mercado Livre e Mercado Shops,3390,3260,No Vincular,R$,"Apresentamos o **PlayStation 3 Fat Edição Limitada Yakuza 3**, um item exclusivo e original, ideal para quem valoriza exclusividades. Este console possui um design temático especial lançado em comemoração ao jogo Yakuza 3, difícil de encontrar nos dias atuais.

**Detalhes do Produto:**
- **Console:** PlayStation 3 Fat
- **Edição Limitada:** Yakuza 3
- **Modelo:** Japonês
- **Condição:** Usado, em bom estado de conservação, um pouco amarelado
- **Inclui:** 
 - Console PS3 Yakuza 3
 - 1 controle DualShock 3
 - Manual e caixa original (serial bate)

**Características:**
- **Design Exclusivo:** O console apresenta um design temático único inspirado em Yakuza 3, adicionando um toque especial e colecionável ao seu setup de jogos.
- **Desempenho:** O console está em bom estado de funcionamento, oferecendo uma experiência completa de entretenimento.
- **Disponibilidade:** Console original e difícil de achar nos dias atuais, tornando-o uma excelente adição para qualquer coleção.

**Observações:**
- As imagens fornecidas são do próprio produto, demonstrando sua condição e leve amarelamento.
- Console original selado japonês
- Embalagem original e todos os acessórios inclusos, conforme descrito.
- Envio seguro e bem embalado para garantir que o produto chegue intacto ao seu destino.
- **Frete grátis para todo o país**.
- **Parcelamento sem juros em até 12x**.

Adicione um toque especial à sua coleção e reviva a magia de Yakuza 3 com este incrível PlayStation 3 Edição Limitada! Garanta já o seu!

**Frete:** Grátis para todo o país.

**Parcelamento:** Sem juros em até 12x.

**Qualquer dúvida, entre em contato!**",Envios por conta própria,Envios por conta própria,Premium,,,Inativo,Consoles de videogames,003,https://www.mercadolivre.com.br/anuncios/lista?filters=OMNI_ACTIVE|OMNI_INACTIVE|CHANNEL_NO_PROXIMITY_AND_NO_MP_MERCHANTS&page=1&search=4846945860,https://www.collectorsguardian.com.br/MLB-4846945860-sony-playstation-3-fat---yakuza-3-limited-edition-cor-ceramic-white---dragon-_JM#item_id=MLB4846945860,https://http2.mlstatic.com/D_NQ_NP_726896-MLB77168567650_072024-O.jpg
MLB4834720526,003-2410-0037,Psp 3000 Hatsune Miku Diva Project 2 - Playstation Sony,0,Mercado Livre e Mercado Shops,4990,4799,No Vincular,R$,"Apresentamos uma joia para vc colecionador e entusiastas: o PSP 3000 Edição Hatsune Miku Project Diva 2. Este console, em condição impecável, é uma das edições mais cobiçadas da linha PSP, destacando-se não apenas pela sua funcionalidade, mas também pela sua estética deslumbrante.

**Detalhes do Produto:**
- **Modelo:** PSP 3000
- **Edição:** Hatsune Miku Project Diva 2
- **Estado:** Completo e em perfeito estado de conservação

**Acessórios Incluídos:**
- Case original da edição
- Chaveiro exclusivo
- Flanela da edição

Cada detalhe deste console reflete a paixão e a dedicação aos fãs da icônica Hatsune Miku, oferecendo uma experiência única e memorável. Aproveite para conferir as imagens anexadas e tire suas próprias conclusões sobre a qualidade e a beleza desta edição especial.

Este é um item essencial para qualquer colecionador que valoriza raridades e exclusividades. Não perca a oportunidade de adicionar este incrível console à sua coleção.

Está completo e serial confere!
Todas as fotos são autorias e reais do console 
Qualquer dúvida não hesite em perguntar.",Envios por conta própria,Envios por conta própria,Premium,,,Inativo,Consoles de videogames,003,https://www.mercadolivre.com.br/anuncios/lista?filters=OMNI_ACTIVE|OMNI_INACTIVE|CHANNEL_NO_PROXIMITY_AND_NO_MP_MERCHANTS&page=1&search=4834720526,https://www.collectorsguardian.com.br/MLB-4834720526-psp-3000-hatsune-miku-diva-project-2---playstation-sony-_JM#item_id=MLB4834720526,https://http2.mlstatic.com/D_NQ_NP_708215-MLB77080152546_062024-O.jpg
MLB4631518950,003-2410-0035,Playstation 2 Slim Final Fantasy Xii - Ps2 Slim Ff Xii,1,Mercado Livre e Mercado Shops,1700,1600,No Vincular,R$,"Confira esta oportunidade especial para vc colecionador ou fã de FF! À venda, um console PlayStation 2 Slim, edição especial de *Final Fantasy XII*. Este modelo incomum, original e bloqueado, é uma versão japonesa. 

O console está em bom estado e possui uma gravura exclusiva na tampa, destacando-se de outras versões. Acompanha todos os acessórios originais, incluindo manual e um chaveiro exclusivo desta edição, adicionando um toque especial para os fãs da série.

A caixa original apresenta alguns detalhes visíveis nas fotos disponíveis, testemunhando a autenticidade e a jornada do produto. Vale ressaltar que a versão Slim possui poucas edições especiais, e esta é uma das mais cobiçadas no mercado.

Não perca a chance de possuir uma peça de história dos videogames. Adicione este PS2 Slim edição *Final Fantasy XII* à sua coleção e desfrute de uma relíquia que celebra um dos jogos mais icônicos de sua era. Adquira agora e garanta uma parte da história dos games em sua casa!",Envios por conta própria,Envios por conta própria,Premium,,,Inativo,Consoles de videogames,003,https://www.mercadolivre.com.br/anuncios/lista?filters=OMNI_ACTIVE|OMNI_INACTIVE|CHANNEL_NO_PROXIMITY_AND_NO_MP_MERCHANTS&page=1&search=4631518950,https://www.collectorsguardian.com.br/MLB-4631518950-playstation-2-slim-final-fantasy-xii---ps2-slim-ff-xii-_JM#item_id=MLB4631518950,https://http2.mlstatic.com/D_NQ_NP_855461-MLB75831470276_042024-O.jpg
